カード種別	カード名	星	イベント名	選択肢1	結果1	選択肢2	結果2	選択肢3	結果3	選択肢4	結果4	選択肢5	結果5
育成ウマ娘	アグネスタキオン	星1	デビュー戦の後に	1位(思惑の外)	5種ステータスからランダムに3種を+3 スキルPt+30 秋川理事長の絆ゲージ+4	2位(思惑の外)	5種ステータスからランダムに3種を+2 スキルPt+30 秋川理事長の絆ゲージ+4	3位以下(思惑の外)	5種ステータスからランダムに3種を+1 スキルPt+20~30 秋川理事長の絆ゲージ+4				
育成ウマ娘	アグネスタキオン	星1	弥生賞の後に	1位(時は金なり)	5種ステータスからランダムに4種を+3 スキルPt+35 秋川理事長の絆ゲージ+4	2位(時は金なり)	5種ステータスからランダムに4種を+2 スキルPt+35 秋川理事長の絆ゲージ+4	3位以下	5種ステータスからランダムに4種を+1 スキルPt+35 秋川理事長の絆ゲージ+4				
育成ウマ娘	アグネスタキオン	星1	皐月賞の後に	1位(暗雲)	5種ステータスからランダムに4種を+3 スキルPt+50 秋川理事長の絆ゲージ+4	2位(暗雲)	5種ステータスからランダムに4種を+2 スキルPt+50 秋川理事長の絆ゲージ+4	3位以下	5種ステータスからランダムに4種を+1 スキルPt+50 秋川理事長の絆ゲージ+4				
育成ウマ娘	アグネスタキオン	星1	日本ダービーの後に	1位(宙吊り)	5種ステータス+3 スキルPt+40 秋川理事長の絆ゲージ+4	2位(宙吊り)	5種ステータス+2 スキルPt+40 秋川理事長の絆ゲージ+4	3位以下	5種ステータス+1 スキルPt+40 秋川理事長の絆ゲージ+4				
育成ウマ娘	アグネスタキオン	星1	菊花賞の後に	1位(船出)	5種ステータス+3 スキルPt+50 秋川理事長の絆ゲージ+4	2位(船出)	5種ステータス+2 スキルPt+50 秋川理事長の絆ゲージ+4	3位以下	5種ステータス+1 スキルPt+50 秋川理事長の絆ゲージ+4				
育成ウマ娘	アグネスタキオン	星1	大阪杯の後に	1位(自然発生)	5種ステータス+3 スキルPt+50 秋川理事長の絆ゲージ+4	2位(自然発生)	5種ステータス+2 スキルPt+50 秋川理事長の絆ゲージ+4	3位以下	5種ステータス+1 スキルPt+50 秋川理事長の絆ゲージ+4				
育成ウマ娘	アグネスタキオン	星1	宝塚記念の後に	1位(声援の成分)	5種ステータス+3 スキルPt+50 秋川理事長の絆ゲージ+4	2位(声援の成分)	5種ステータス+2 スキルPt+50 秋川理事長の絆ゲージ+4	3位以下	5種ステータス+1 スキルPt+50 秋川理事長の絆ゲージ+4				
育成ウマ娘	アグネスタキオン	星1	天皇賞(秋)の後に	1位(不足物について)	5種ステータス+3 スキルPt+50 秋川理事長の絆ゲージ+4								
育成ウマ娘	アグネスタキオン	星1	有馬記念の後に	1位(限界の果て)	5種ステータス+3 スキルPt+50 秋川理事長の絆ゲージ+4								
育成ウマ娘	アグネスタキオン	星1	あんし〜ん笹針師、参☆上	強いウマ娘になれる秘孔を狙う	成功時:5種ステータス+20<hr>失敗時:やる気ダウン 全ステータス-15 『夜ふかし気味』になる	レースで勝てる秘孔を狙う	成功時:『コーナー回復◯』取得 『直線回復』取得<hr>失敗時:体力-20 やる気ダウン	元気で健康になれる秘孔を狙う	体力の最大値+12 体力+40	魅力アップの秘孔を狙う	成功時:体力+20 やる気アップ 『愛嬌◯』になる	不安なのでやめておく	調査中
育成ウマ娘	アグネスタキオン	星1	福引チャンス！	特賞(温泉旅行券)	体力+30 やる気アップ 5種ステータス+10	1等(特上にんじんハンバーグ)	体力+30 やる気アップ 5種ステータスを+10	2等(にんじん山盛り)	体力+20 やる気アップ 5種ステータスを+5	3等(にんじん1本)	体力+20	はずれ	やる気ダウン
育成ウマ娘	アグネスタキオン	星1	バレンタイン	選択肢なし	スキルPt+20	選択肢なし	ランダムでウマ娘固有スキルLv+1						
育成ウマ娘	アグネスタキオン	星1	ファンレター	選択肢なし	やる気アップ スキルPt+30								
育成ウマ娘	アグネスタキオン	星1	クリスマス	選択肢なし	スキルPt+20	選択肢なし	ランダムでウマ娘固有スキルLv+1						
育成ウマ娘	アグネスタキオン	星1	ファン感謝祭	選択肢なし	体力-5 スキルPt+25	選択肢なし	やる気アップ ランダムでウマ娘固有スキルLv+1						
育成ウマ娘	アグネスタキオン	星1	夏合宿（2年目）終了	選択肢なし	5種ステータスからランダムに3種を+5								
育成ウマ娘	アグネスタキオン	星1	夏合宿（3年目）終了	選択肢なし	5種ステータスからランダムに3種を+5								
育成ウマ娘	アグネスタキオン	星1	『月刊トゥインクル増刊号』	選択肢なし	スキルPt+5	選択肢なし	5種ステータス+3 スキルPt+10	選択肢なし	5種ステータス+5 スキルPt+20				
育成ウマ娘	ウイニングチケット	星1	雨ニモ負ケズ	てるてる坊主でも作ろうか	体力-10 スタミナ+10 スキルPt+15	少し様子を見ようか	パワー+10						
育成ウマ娘	ウイニングチケット	星1	新たな気づき	もっと瞬発力を鍛えよう	スピード+10 スキルPt+15	相手を意識しすぎてたのかも	『垂れウマ回避』のヒントLv+1						
育成ウマ娘	ウイニングチケット	星1	ごはんも全力！！	適量を守るのは大切	体力+10 スキルPt+5	満足するまで全力で食べよう！	体力+22 スピード-5 パワー+5 スキルPt+10 『太り気味』になる						
育成ウマ娘	ウイニングチケット	星1	悩みなんて吹き飛ばせ！	大した悩みじゃない、頑張れ！	やる気アップ パワー+5	もう1回、リフレッシュしておく？	調査中						
育成ウマ娘	ウイニングチケット	星1	この壁を超えてゆけ！	気合いで完食だ！	やる気アップ 根性+5	こうなったら力ずくで……！	やる気アップ パワー+5						
育成ウマ娘	ウイニングチケット	星1	追加の自主トレ	よし！やろう！	体力-5 直前のトレーニングに応じたステータス+5 秋川理事長の絆ゲージ+5	全力は後にとっておこう	体力+5						
育成ウマ娘	ウイニングチケット	星1	お大事に！	よし、頑張ろう！	やる気ダウン スピード-10 『練習ベタ』になる	調査中	調査中						
育成ウマ娘	ウイニングチケット	星1	無茶は厳禁！	焦らないで、ゆっくり治そう	体力+10 やる気ダウン スピード-20 パワー-10	調査中	調査中						
育成ウマ娘	ウイニングチケット	星1	新年の抱負	マラソンに挑戦しよう	根性+10	今日は体力温存だ！	体力+20	必殺技を考えよう！	スキルPt+20				
育成ウマ娘	ウイニングチケット	星1	レース勝利！	この調子で勝ち続けよう！	体力+5 スタミナ+5 スキルPt+35	調査中	体力-15 スタミナ+8 スキルPt+38						
育成ウマ娘	ウイニングチケット	星1	夏合宿（2年目）にて	じゃあ、砂浜全力ダッシュ100本だ！	パワー+10	じゃあ、遠泳だ！	根性+10						
育成ウマ娘	ウイニングチケット	星1	初詣	全力でリラックスしよう！	体力+30	全力でおみくじを引こう！	5種ステータスを+5	全力で新しい技の勉強だ！	スキルPt+35				
育成ウマ娘	ウイニングチケット	星1	ダンスレッスン	気合いが足りないんだ	根性+10	力が入りすぎてるんだ	賢さ+10						
育成ウマ娘	ウイニングチケット	星1	三国志演義	三銃士	調査中	戦国物	パワー+5 スキルPt+15						
育成ウマ娘	ウイニングチケット	星1	2人のライバル	選択肢なし	スタミナ+5								
育成ウマ娘	ウイニングチケット	星1	どこまでも高く高く……？	選択肢なし	やる気+ スピード+5 スタミナ+5 パワー+5 根性+5 賢さ+5 スキルPt+30 ランダムで『切れ者』取得								
育成ウマ娘	ウイニングチケット	星1	お手入れ日和……？	選択肢なし	体力+15 やる気ダウン 根性-5								
育成ウマ娘	ウイニングチケット	星1	チョークさんの哀しみ	選択肢なし	やる気ダウン								
育成ウマ娘	ウイニングチケット	星1	勝ちたくて、勝ちたいから！	選択肢なし	根性+5								
育成ウマ娘	ウイニングチケット	星1	甘味への道は遠く	選択肢なし	体力-10 やる気ダウン								
育成ウマ娘	ウイニングチケット	星1	伸び悩みの時期？	選択肢なし	スタミナ+5 根性+5								
育成ウマ娘	ウイニングチケット	星1	不在の理由は……	選択肢なし	体力+10 やる気ダウン 秋川理事長の絆ゲージ-5								
育成ウマ娘	ウイニングチケット	星1	『いいレース』	選択肢なし	根性+5								
育成ウマ娘	ウイニングチケット	星1	BNW、再燃	選択肢なし	スピード+5								
育成ウマ娘	ウイニングチケット	星1	ウイニングチケット登場！	選択肢なし	スキルPt+120								
育成ウマ娘	ウイニングチケット	星1	名指導	選択肢なし	根性+10 ランダムで『練習上手◯』取得								
育成ウマ娘	ウイニングチケット	星1	デビュー戦の後に	1位(ここから始まる！)	5種ステータスからランダムに3種を+3 スキルPt+30 秋川理事長の絆ゲージ+4	2位	5種ステータスからランダムに3種を+2 スキルPt+30 秋川理事長の絆ゲージ+4						
育成ウマ娘	ウイニングチケット	星1	ホープフルSの後に	1位(結果は上々！)	5種ステータスを+3 スキルPt+45 秋川理事長の絆ゲージ+4	2位	5種ステータスを+2 スキルPt+45 秋川理事長の絆ゲージ+4	3位以下(結果は上々！)	5種ステータスを+1 スキルPt+45 秋川理事長の絆ゲージ+4				
育成ウマ娘	ウイニングチケット	星1	弥生賞の後に	1位(燃えたッ！)	5種ステータスからランダムに4種を+3 スキルPt+30 秋川理事長の絆ゲージ+4	2位	5種ステータスからランダムに4種を+2 スキルPt+30 秋川理事長の絆ゲージ+4	3位以下	5種ステータスからランダムに4種を+1 スキルPt+30 秋川理事長の絆ゲージ+4				
育成ウマ娘	ウイニングチケット	星1	皐月賞の後に	1位	5種ステータスを+3 スキルPt+30 秋川理事長の絆ゲージ+4	2位	5種ステータスを+2 スキルPt+30 秋川理事長の絆ゲージ+4	3位以下(忍び寄る鬼)(鬼、炸裂)	5種ステータスを+1 スキルPt+30 秋川理事長の絆ゲージ+4				
育成ウマ娘	ウイニングチケット	星1	日本ダービーの後に	1位	5種ステータスを+3 スキルPt+45 秋川理事長の絆ゲージ+4	2位	5種ステータスを+2 スキルPt+45 秋川理事長の絆ゲージ+4	3位以下(完走！)	5種ステータスを+1 スキルPt+45 秋川理事長の絆ゲージ+4				
育成ウマ娘	ウイニングチケット	星1	菊花賞の後に	1位	5種ステータスを+3 スキルPt+45 秋川理事長の絆ゲージ+4	2位(負けてもサイコー！)	5種ステータスを+2 スキルPt+45 秋川理事長の絆ゲージ+4	3位以下(負けてもサイコー！)	5種ステータスを+1 スキルPt+45 秋川理事長の絆ゲージ+4				
育成ウマ娘	ウイニングチケット	星1	大阪杯の後に	1位(整わない呼吸)	5種ステータスを+3 スキルPt+45 秋川理事長の絆ゲージ+4	2位(遠くなった背中)	5種ステータスを+2 スキルPt+45 秋川理事長の絆ゲージ+4	3位以下	5種ステータスを+1 スキルPt+45 秋川理事長の絆ゲージ+4				
育成ウマ娘	ウイニングチケット	星1	宝塚記念の後に	1位	5種ステータスを+3 スキルPt+45 秋川理事長の絆ゲージ+4	2位	5種ステータスを+2 スキルPt+45 秋川理事長の絆ゲージ+4	3位以下(背中は答えない)	5種ステータスを+1 スキルPt+45 秋川理事長の絆ゲージ+4				
